Name,Brand,SKU,MPN,base_price,MSRP,Image
28 Cu. Ft. Standard-Depth French Door Refrigerator,Frigidaire,GRFS2853AD,GRFS2853AD,2789.00,3449.99,https://images.webfronts.com/cache/frpmbusomnri.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
29 Cu. Ft. Standard-Depth French Door Refrigerator,Frigidaire,GRFN2853AF,GRFN2853AF,2429.00,3049.99,https://images.webfronts.com/cache/frbjtathiijm.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
26 Cu. Ft. Standard-Depth 4-Door French Door Refrigerator,Frigidaire,FRMS2733AV,FRMS2733AV,2429.00,3049.99,https://images.webfronts.com/cache/frnrhltnmktl.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
29 cu ft. French Door Refrigerator with Slim Design Water Dispenser,LG Appliances,LRFWS2906S,LRFWS2906S,1899.00,2431.0,https://images.webfronts.com/cache/frqavawaifzh.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
"26 cu. ft. Counter-Depth MAX™, French Door Refrigerator, with Craft Ice™",LG Appliances,LRRXC2606S,LRRXC2606S,1899.00,3189.0,https://images.webfronts.com/cache/fruhkkahrnhk.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
33-Inch Wide French Door Refrigerator with Water Dispenser - 22 Cu. Ft,Maytag,MRFF5033PZ,MRFF5033PZ,2110.00,2499.0,https://images.webfronts.com/cache/melyerirhppn.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
27 Cu. Ft. Standard-Depth 4-Door French Door Refrigerator,Frigidaire,GRMN2872AF,GRMN2872AF,2699.00,3349.99,https://images.webfronts.com/cache/frrmeyvyxyxo.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
GE® ENERGY STAR® 20.8 Cu. Ft. French-Door Refrigerator,GE Appliances,GNE21FYKFS,GNE21FYKFS,1979.00,,https://images.webfronts.com/cache/frkrezunolvu.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
GE® ENERGY STAR® 27.7 Cu. Ft. French-Door Refrigerator,GE Appliances,GFE28GMKES,GFE28GMKES,1999.00,,https://images.webfronts.com/cache/frjvomwrhjpl.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
GE® ENERGY STAR® 27.7 Cu. Ft. French-Door Refrigerator,GE Appliances,GFE28GELDS,GFE28GELDS,2099.00,,https://images.webfronts.com/cache/freauoksfkik.jpg?imgeng=/w_800/h_600/m_letterbox_ffffff_100
